id,Indicativo,HoraDespegue,RutaSACTA,TipoAeronave,Estela,ProcDesp,PistaDesp
581,VLG2KX,02/05/2023 08:42:14,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
582,RYR9ZC,02/05/2023 08:43:54,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD BARDI **,B738,Media,SENIA5Q,LEBL-24L
583,RYR17TT,02/05/2023 08:45:15,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
584,IBE30HR,02/05/2023 08:46:41,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
585,RYR49YA,02/05/2023 08:48:01,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B738,Media,DIPES1Q,LEBL-24L
586,VLG7SV,02/05/2023 08:49:22,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A20N,Media,OLOXO1Q,LEBL-24L
587,EJU43XT,02/05/2023 08:51:13,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
588,VLG6TM,02/05/2023 08:52:44,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A321,Media,DIPES1Q,LEBL-24L
589,TRA35B,02/05/2023 08:53:49,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,B738,Media,OLOXO1Q,LEBL-24L
590,ELY394,02/05/2023 08:54:50,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B739,Media,DIPES1Q,LEBL-24L
591,WZZ4,02/05/2023 08:56:25,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A21N,Media,AGENA5Q,LEBL-24L
592,EZY51EZ,02/05/2023 09:01:23,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A319,Media,NATPI2Q,LEBL-24L
593,RYR33SC,02/05/2023 09:03:49,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET DCT 3939N00016W 014(VLC) 021(SERRA) ASTRO POBOS XEBAR YES BLN PAQIS RUVEN ROTEX IF27ZL FA27ZL TH27ZL,B738,Media,LOTOS5Q,LEBL-24L
594,VLG15H,02/05/2023 09:05:55,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
595,N99ZM,02/05/2023 09:08:47,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,GLEX,Media,LARPA5Q,LEBL-24L
596,UAE255,02/05/2023 09:10:53,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DCT DIRMU DCT VAKIN DCT ELSAP DCT YAKXU DCT VASUM DCT DGO DCT RATAS DCT NEDUS DCT NUBLO DCT SUSOS DCT STG DCT HIDRA **,B77L,Pesada,LOBAR6Q,LEBL-24L
597,N158QS,02/05/2023 09:13:24,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV CALCE SNR OBETO RONSI LASKU DCT VES DCT PASAS **,GLEX,Media,GRAUS5Q,LEBL-24L
598,ETD35Q,02/05/2023 09:16:00,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B789,Pesada,DIPES1Q,LEBL-24L
599,MAC374R,02/05/2023 09:18:31,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS DCT 4023N00046E 011(TORDU) 4016N00034E 021(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA PIMOS GALTO **,A320,Media,LOTOS5Q,LEBL-24L
600,RYR67DP,02/05/2023 09:20:12,DCT DR24LB DCT F34BL 003(BL800) 4110N00204E 004(BL805) 009(BL811) BL827 AGENA MAROT LUMAS **,B738,Media,-,LEBL-24L
601,AHO647A,02/05/2023 09:21:47,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,E35L,Media,OLOXO1Q,LEBL-24L
602,EZY83DL,02/05/2023 09:25:39,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
603,KLM86N,02/05/2023 09:27:10,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,B738,Media,OLOXO1Q,LEBL-24L
604,VLG7PC,02/05/2023 09:28:41,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS GDA 06GDA IF09GR FA09GR TH09GR,A321,Media,LOTOS5Q,LEBL-24L
605,ACA2121,02/05/2023 09:28:46,DR24RB BL831 DUQQI VLA BL814 LRD LOBAR DCT DIRMU VAKIN DCT ELSAP DCT YAKXU DCT VASUM DCT DGO DCT RATAS DCT NEDUS DCT NUBLO DCT SUSOS DCT STG DCT PITAX **,A333,Pesada,LOBAR7D,LEBL-24R
606,VLG4YH,02/05/2023 09:30:16,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO 013(LISAS) 020(IB810) 009(ADX) 3932N00159E 010(NEGRE) 005(IB710) 003(IB711) 002(IB712) 003(IB713) 003(IB730) 002(GISLU) BATBI DCT ERMUT DCT FA24IB DCT TH24IB DCT,A320,Media,LARPA5Q,LEBL-24L
607,CSDPV,02/05/2023 09:32:42,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC VILNA IF10AL FA10AL TH10AL,C510,Ligera,LOTOS5Q,LEBL-24L
608,EIN5LG,02/05/2023 09:37:45,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
609,RYR1DH,02/05/2023 09:39:15,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,B738,Media,DIPES1Q,LEBL-24L
610,AEE711,02/05/2023 09:41:01,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A21N,Media,DIPES1Q,LEBL-24L
611,WZZ46,02/05/2023 09:42:27,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A21N,Media,AGENA5Q,LEBL-24L
612,DAL195,02/05/2023 09:43:02,DR24RB BL831 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT PASAS/H1110 **,B763,Pesada,LOBAR7D,LEBL-24R
613,RYR930U,02/05/2023 09:44:13,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
614,VLG1ZY,02/05/2023 09:45:38,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
615,VLG178R,02/05/2023 09:46:49,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
616,RYR88AD,02/05/2023 09:48:10,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,B738,Media,NATPI2Q,LEBL-24L
617,TAP1035,02/05/2023 09:49:30,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DCT 4052N00037E/N0439F350 010(DORMI) 014(CRETA) NEXAS180011 018(DISVU) ADUXO ELROT CJN PALIO AKOKI GOTOR TLD NATPA MELON CCS **,A320,Media,SENIA5Q,LEBL-24L
618,VLG673Q,02/05/2023 09:50:46,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A319,Media,AGENA5Q,LEBL-24L
619,VLG10DH,02/05/2023 09:52:06,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 KEXME FA32LM TH32LM,A320,Media,SENIA5Q,LEBL-24L
620,VLG6009,02/05/2023 09:53:42,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
621,ZSABB,02/05/2023 09:55:08,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS DCT 3957N00228E DCT 3956N00224E 005(IB810) 008(ADX) 026(NEGRE) 005(IB710) 003(IB711) 002(IB712) 002(IB713) 003(IB730) 002(GISLU) BATBI DCT ERMUT DCT FA24IB DCT TH24IB DCT,E35L,Media,LARPA5Q,LEBL-24L
622,VLG9AP,02/05/2023 09:56:49,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,A320,Media,LARPA5Q,LEBL-24L
623,ITY077,02/05/2023 09:58:09,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
624,VLG9CA,02/05/2023 09:59:55,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A321,Media,DIPES1Q,LEBL-24L
625,VLG17FD,02/05/2023 10:01:41,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A20N,Media,DALIN4Q,LEBL-24L
626,AEA6037,02/05/2023 10:03:06,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS F33PA POS BAVUM OBUMU FA24LP TH24LP,B738,Media,LARPA5Q,LEBL-24L
627,BAW483B,02/05/2023 10:04:47,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
628,DLH13K,02/05/2023 10:06:18,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,A321,Media,AGENA5Q,LEBL-24L
629,VLG3QT,02/05/2023 10:07:39,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A321,Media,NATPI2Q,LEBL-24L
630,AEA7706,02/05/2023 10:09:10,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 KEXME FA32LM TH32LM,B789,Pesada,SENIA5Q,LEBL-24L
631,GES441S,02/05/2023 10:12:57,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,C68A,Media,AGENA5Q,LEBL-24L
632,VLG8PX,02/05/2023 10:14:37,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA BRIKE VJF TAVSI RUNAX **,A320,Media,LOTOS5Q,LEBL-24L
633,VLG36BR,02/05/2023 10:18:14,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA BRIKE VJF TAVSI RUNAX **,A20N,Media,LOTOS5Q,LEBL-24L
634,EJU16XM,02/05/2023 10:20:25,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,A319,Media,AGENA5Q,LEBL-24L
635,VLG9RM,02/05/2023 10:22:06,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A320,Media,AGENA5Q,LEBL-24L
636,RYR308X,02/05/2023 10:23:27,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS GDA TOLSU MAR NEPUR IF13MG FA13MG TH13MG,B738,Media,LOTOS5Q,LEBL-24L
637,UAL121,02/05/2023 10:24:58,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT HIDRA **,B78X,Pesada,LOBAR6Q,LEBL-24L
638,THY4AP,02/05/2023 10:26:34,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A333,Pesada,DIPES1Q,LEBL-24L
639,VLG4HF,02/05/2023 10:29:15,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A321,Media,DIPES1Q,LEBL-24L
640,N904TS,02/05/2023 10:30:41,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS IB810 ADX NEGRE IB710 IB711 IB712 IB713 IB730 GISLU BATBI ERMUT FA24IB TH24IB,GLF4,Media,LARPA5Q,LEBL-24L
641,VLG7EW,02/05/2023 10:32:16,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD NATPA MELON CCS **,A20N,Media,SENIA5Q,LEBL-24L
642,VLG8KR,02/05/2023 10:34:07,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS DCT 4023N00046E DCT 4019N00040E 004(TORDU) 022(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO DCT POBOS DCT XEBAR DCT YES BLN CDB BETIX ZL002 TENDU IF09ZL FA09ZL TH09ZL,A20N,Media,LOTOS5Q,LEBL-24L
643,VLG6QC,02/05/2023 10:35:53,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES TOSGA ROLAS AGIDO AM601 NIDON AM13E AM08E TH25AM,A320,Media,LOTOS5Q,LEBL-24L
644,RYR1UC,02/05/2023 10:37:09,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
645,RYR47NG,02/05/2023 10:38:40,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS IB810 ADX NEGRE IB710 IB711 IB712 IB713 IB730 GISLU BATBI ERMUT FA24IB TH24IB,B738,Media,LARPA5Q,LEBL-24L
646,VLG3EN,02/05/2023 10:39:55,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
647,VLG13HE,02/05/2023 10:41:21,DR24LB F34BL BL800 NITBA BL809 BL810 DUNES SARGO 15MHN6 TETIS F06MH BALIO IF01MH FA01MH TH01MH,A320,Media,DUNES5Q,LEBL-24L
648,VLG5AN,02/05/2023 10:42:37,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A20N,Media,NATPI2Q,LEBL-24L
649,VLG1512,02/05/2023 10:44:12,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A320,Media,DALIN4Q,LEBL-24L
650,NSZ365L,02/05/2023 10:46:13,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,B38M,Media,DALIN4Q,LEBL-24L
651,VLG6NJ,02/05/2023 10:49:55,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
652,VLG202P,02/05/2023 10:55:43,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA VERSO SADEM BL468 LESBA BL450 BL444 BL440 BL436 BL432 BL428 BL423 BL419 BL415 TEBLA FA24RB TH24RB,A20N,Media,AGENA5Q,LEBL-24L
653,AAL67,02/05/2023 10:58:29,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT KOPAS **,B772,Pesada,LOBAR6Q,LEBL-24L
654,IBE30HP,02/05/2023 11:01:01,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
655,VLG4WJ,02/05/2023 11:02:46,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
656,VLG64LZ,02/05/2023 11:05:23,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A321,Media,OLOXO1Q,LEBL-24L
657,VLG48EZ,02/05/2023 11:06:54,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA DCT MAROT DCT LUMAS **,A320,Media,AGENA5Q,LEBL-24L
658,VLG3YG,02/05/2023 11:08:14,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS DCT 4022N00044E 009(TORDU) 022(DIKUT) 015(SOPET) 030(VLC) 021(SERRA) ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MOSUK 23MGA 25GDA F01MG PISAV F02MG F03MG 15GAA IF31MG FA31MG TH31MG,A321,Media,LOTOS5Q,LEBL-24L
659,VLG5SH,02/05/2023 11:12:11,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO DCT LISAS DCT 3959N00226E 011(IB810) 3941N00209E DCT 3936N00206E 017(NEGRE) 005(IB710) 003(IB711) 002(IB712) 002(IB713) 003(IB730) GISLU DCT BATBI DCT ERMUT DCT FA24IB DCT TH24IB DCT,A20N,Media,LARPA5Q,LEBL-24L
660,NOZ41B,02/05/2023 11:13:27,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,B738,Media,OLOXO1Q,LEBL-24L
661,ICC02,02/05/2023 11:14:16,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK/N0250F170 BL461 SLL/H1134 BL443 BL439 BL435 BL431 BL427 BL423 BL419 BL415 TEBLA FA24RB TH24RB,BE20,Ligera,VIBOK1Q,LEBL-24L
662,DLH27W,02/05/2023 11:18:40,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A321,Media,DALIN4Q,LEBL-24L
663,VLG63KY,02/05/2023 11:20:00,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A20N,Media,OLOXO1Q,LEBL-24L
664,VLG28VR,02/05/2023 11:21:21,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A20N,Media,DALIN4Q,LEBL-24L
665,AHO859Y,02/05/2023 11:23:32,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,E35L,Media,AGENA5Q,LEBL-24L
666,BAW485,02/05/2023 11:24:58,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A319,Media,NATPI2Q,LEBL-24L
667,VLG2MJ,02/05/2023 11:26:24,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV 13BLV IF12BB FA12BB TH12BB,A320,Media,GRAUS5Q,LEBL-24L
668,EJU64CT,02/05/2023 11:27:29,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 DCT BL812 DCT 4107N00231E DCT 4112N00232E 048(DALIN) 028(PIVUS) DIBER **,A319,Media,-,LEBL-24L
669,RYR75HD,02/05/2023 11:29:10,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,B738,Media,OLOXO1Q,LEBL-24L
670,EJU48RE,02/05/2023 11:35:33,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A320,Media,DALIN4Q,LEBL-24L
671,AHY046,02/05/2023 11:36:53,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
672,RYR6UL,02/05/2023 11:38:19,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,B738,Media,AGENA5Q,LEBL-24L
673,RYR6376,02/05/2023 11:39:35,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA BRIKE VJF TAVSI RUNAX **,B738,Media,LOTOS5Q,LEBL-24L
674,AFR94BQ,02/05/2023 11:41:05,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
675,VLG3VF,02/05/2023 11:42:21,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
676,RYR426G,02/05/2023 11:43:47,DCT DR24LB DCT F34BL DCT BL800 DCT BL805 008(BL812) 4135N00241E 017(DALIN) 011(BGR) KANIG **,B738,Media,-,LEBL-24L
677,RYR1XN,02/05/2023 11:47:18,DR24LB F34BL BL800 NITBA BL809 BL810 DUNES SARGO 15MHN6 TETIS F06MH BALIO IF01MH FA01MH TH01MH,B738,Media,DUNES5Q,LEBL-24L
678,T7MPS,02/05/2023 11:49:55,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO DCT LISAS DCT IB810 DCT 3942N00225E DCT 3937N00217E DCT 3931N00213E DCT NEGRE DCT IB710 DCT IB711 DCT IB712 DCT IB713 DCT IB730 DCT GISLU DCT BATBI DCT ERMUT DCT FA24IB DCT TH24IB DCT,PC24,Media,LARPA5Q,LEBL-24L
679,AAL113,02/05/2023 11:51:25,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT MUDOS **,B788,Pesada,LOBAR6Q,LEBL-24L
680,IBE30SY,02/05/2023 11:56:57,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A320,Media,SENIA5Q,LEBL-24L
681,VLG12ET,02/05/2023 11:58:58,DR24LB F34BL BL800 NITBA BL809 BL810 LARPA TOLSO LISAS IB810 ADX NEGRE IB710 IB711 IB712 IB713 IB730 GISLU BATBI ERMUT FA24IB TH24IB,A20N,Media,LARPA5Q,LEBL-24L
682,VLG3BV,02/05/2023 12:00:54,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A20N,Media,DIPES1Q,LEBL-24L
683,DLH73N,02/05/2023 12:02:55,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A21N,Media,DALIN4Q,LEBL-24L
684,VLG86KT,02/05/2023 12:05:51,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES DCT TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
685,THY7DT,02/05/2023 12:07:52,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A21N,Media,DIPES1Q,LEBL-24L
686,VJT547,02/05/2023 12:09:58,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,CL60,Media,NATPI2Q,LEBL-24L
687,NJE930P,02/05/2023 12:12:09,DR24LB F34BL BL800 NITBA BL804 BL807 BL808 LOTOS TORDU DIKUT SOPET VLC SERRA ASTRO POBOS XEBAR YES MAMIS BAZAS VIBAS MGA PIMOS GALTO **,C68A,Media,LOTOS5Q,LEBL-24L
688,VLG7PG,02/05/2023 12:13:49,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN DISKO UNSOL ZANKO ZMR DESAT DCT FORNO NOLMU IF35ST FA35ST TH35ST,A20N,Media,SENIA5Q,LEBL-24L
689,AVA019,02/05/2023 12:20:27,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP DCT YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT RETEN **,B788,Pesada,LOBAR6Q,LEBL-24L
690,DAL169,02/05/2023 12:21:57,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD LOBAR DIRMU VAKIN ELSAP YAKXU VASUM DGO RATAS NEDUS NUBLO SUSOS DCT STG DCT KOPAS/H1347 **,B763,Pesada,LOBAR6Q,LEBL-24L
691,EJU4214,02/05/2023 12:24:23,DR24LB F34BL BL800 BL805 BL811 BL813 DIPES TOSNU LAPIT OSPOK **,A320,Media,DIPES1Q,LEBL-24L
692,VLG76QJ,02/05/2023 12:25:54,DR24LB F34BL BL800 BL805 BL811 BL827 AGENA MAROT LUMAS **,A20N,Media,AGENA5Q,LEBL-24L
693,RYR3YF,02/05/2023 12:27:20,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO ELROT CJN PALIO AKOKI GOTOR TLD BARDI **,B738,Media,SENIA5Q,LEBL-24L
694,VLG2912,02/05/2023 12:28:35,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
695,GES481Y,02/05/2023 12:30:31,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,F2TH,Media,SENIA5Q,LEBL-24L
696,DLH02T,02/05/2023 12:31:56,DR24LB F34BL BL800 BL805 BL812 DALIN PIVUS DIBER **,A21N,Media,DALIN4Q,LEBL-24L
697,VLG91PK,02/05/2023 12:35:18,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
698,EJU64NE,02/05/2023 12:38:54,DCT DR24LB DCT F34BL DCT BL800 DCT 4109N00211E 002(BL805) 010(BL811) 019(BL827) AGENA DCT MAROT DCT LUMAS **,A319,Media,-,LEBL-24L
699,EWG3ZR,02/05/2023 12:41:20,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI BL815 BL816 OLOXO **,A320,Media,OLOXO1Q,LEBL-24L
700,IBE30DP,02/05/2023 12:42:55,DR24LB F34BL BL800 NITBA BL804 BL806 BL836 SENIA DORMI CRETA NEXAS DISVU ADUXO MD001 SIRGU RUDBI MD570 MD575 YAYHO FA32RM TH32RM,A20N,Media,SENIA5Q,LEBL-24L
701,IBE2621,02/05/2023 12:44:26,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VLA BL814 LRD GRAUS POSSY MARIO SURCO XOMBO RONNY RONKO GOSVI TURPU PPN MALOB CEGAM BLV CALCE SNR OBETO RONSI LASKU DCT VES DCT ADVAT/H1359 **,A332,Pesada,GRAUS5Q,LEBL-24L
702,VLG8560,02/05/2023 12:48:07,DR24LB F34BL PERAL BL801 BL802 BL803 DUQQI VIBOK NATPI **,A320,Media,NATPI2Q,LEBL-24L
